model,elpd_diff,se_diff,elpd_loo,se_elpd_loo,p_loo,se_p_loo,looic,se_looic
irt3,0,0,-6089.51143539769,80.886017324198,553.830361861806,13.1141790086192,12179.0228707954,161.772034648396
irt2,-34.6061560842167,8.59949300574533,-6124.11759148195,81.0069675733506,506.077313105981,11.7337204916937,12248.2351829639,162.013935146701
irt1,-144.193435036839,18.1997803429709,-6233.70487043456,82.1301660545376,498.523458901034,8.08147827127259,12467.4097408691,164.260332109075
