model,elpd_diff,se_diff,elpd_loo,se_elpd_loo,p_loo,se_p_loo,looic,se_looic
irt3_dif_sex,0,0,-6065.58302084599,80.9406907681089,580.219099583227,13.7303340176156,12131.166041692,161.881381536218
irt3,-23.9284145517387,8.38047003721551,-6089.51143539769,80.886017324198,553.830361861806,13.1141790086192,12179.0228707954,161.772034648396
irt3_dif_order,-24.7546593977151,9.27224565383327,-6090.33768024367,80.7461987117549,571.216078764971,13.5851702978476,12180.6753604873,161.49239742351
